county,precinct,office,candidate,votes,district
Clark,163,U.S. House,William Pojunis,23,1
Clark,163,U.S. House,Stan Vaughan,26,1
Clark,163,U.S. Senate,None Of These Candidates,46,
Clark,163,U.S. Senate,David Vanderbeek,52,
Clark,163,U.S. House,Chris Edwards,294,1
Clark,163,State House,Robert Mcentee,295,42
Clark,163,U.S. Senate,Dean Heller,313,
Clark,163,President,Mitt Romney,320,
Clark,163,State Senate,John Drake,323,11
Clark,163,U.S. Senate,Shelley Berkley,494,
Clark,163,U.S. House,Dina Titus,540,1
Clark,163,State Senate,Aaron Ford,542,11
Clark,163,State House,Irene Bustamante Adams,569,42
Clark,163,President,Barack Obama,586,
Clark,163,President,Virgil Goode,3,
Clark,163,President,None Of These Candidates,4,
Clark,163,President,Gary Johnson,8,
Clark,163,U.S. House,William Pojunis,20,1
Clark,163,U.S. House,Stan Vaughan,20,1
Clark,163,U.S. Senate,None Of These Candidates,33,
Clark,163,U.S. Senate,David Vanderbeek,42,
Clark,163,U.S. House,Chris Edwards,171,1
Clark,163,U.S. Senate,Dean Heller,172,
Clark,163,State House,Arthur Martinez,178,8
Clark,163,State Senate,John Drake,184,11
Clark,163,President,Mitt Romney,185,
Clark,163,U.S. Senate,Shelley Berkley,309,
Clark,163,U.S. House,Dina Titus,342,1
Clark,163,State Senate,Aaron Ford,354,11
Clark,163,State House,Jason Frierson,356,8
Clark,163,President,Barack Obama,368,
Clark,163,President,Virgil Goode,5,
Clark,163,President,None Of These Candidates,6,
Clark,163,President,Gary Johnson,8,
Clark,163,U.S. House,Stan Vaughan,17,1
Clark,163,U.S. House,William Pojunis,18,1
Clark,163,U.S. Senate,David Vanderbeek,42,
Clark,163,U.S. Senate,None Of These Candidates,54,
Clark,163,U.S. Senate,Dean Heller,235,
Clark,163,State House,Robert Mcentee,238,42
Clark,163,U.S. House,Chris Edwards,240,1
Clark,163,President,Mitt Romney,246,
Clark,163,State Senate,John Drake,251,11
Clark,163,U.S. Senate,Shelley Berkley,661,
Clark,163,State Senate,Aaron Ford,678,11
Clark,163,U.S. House,Dina Titus,688,1
Clark,163,State House,Irene Bustamante Adams,689,42
Clark,163,President,Barack Obama,767,
Clark,163,President,Virgil Goode,0,
Clark,163,President,None Of These Candidates,3,
Clark,163,President,Gary Johnson,6,
Clark,163,U.S. House,Stan Vaughan,8,1
Clark,163,U.S. Senate,David Vanderbeek,16,
Clark,163,U.S. House,William Pojunis,22,1
Clark,163,U.S. Senate,None Of These Candidates,36,
Clark,163,U.S. House,Chris Edwards,134,1
Clark,163,State House,Robert Mcentee,147,42
Clark,163,State Senate,John Drake,148,11
Clark,163,U.S. Senate,Dean Heller,152,
Clark,163,President,Mitt Romney,154,
Clark,163,U.S. Senate,Shelley Berkley,445,
Clark,163,State House,Irene Bustamante Adams,469,42
Clark,163,State Senate,Aaron Ford,469,11
Clark,163,U.S. House,Dina Titus,470,1
Clark,163,President,Barack Obama,505,
Clark,163,President,None Of These Candidates,0,
Clark,163,President,Virgil Goode,1,
Clark,163,U.S. House,Stan Vaughan,6,1
Clark,163,President,Gary Johnson,8,
Clark,163,U.S. House,William Pojunis,15,1
Clark,163,U.S. Senate,David Vanderbeek,25,
Clark,163,U.S. Senate,None Of These Candidates,29,
Clark,163,State House,Robert Mcentee,102,42
Clark,163,U.S. House,Chris Edwards,108,1
Clark,163,State Senate,John Drake,109,11
Clark,163,U.S. Senate,Dean Heller,115,
Clark,163,President,Mitt Romney,117,
Clark,163,U.S. Senate,Shelley Berkley,315,
Clark,163,U.S. House,Dina Titus,348,1
Clark,163,State Senate,Aaron Ford,350,11
Clark,163,State House,Irene Bustamante Adams,358,42
Clark,163,President,Barack Obama,380,
Clark,164,President,Virgil Goode,2,
Clark,164,President,None Of These Candidates,2,
Clark,164,President,Gary Johnson,3,
Clark,164,U.S. House,Stan Vaughan,15,1
Clark,164,U.S. House,William Pojunis,16,1
Clark,164,U.S. Senate,None Of These Candidates,29,
Clark,164,U.S. Senate,David Vanderbeek,34,
Clark,164,U.S. House,Chris Edwards,231,1
Clark,164,State House,Robert Mcentee,237,42
Clark,164,State Senate,John Drake,241,11
Clark,164,U.S. Senate,Dean Heller,243,
Clark,164,President,Mitt Romney,259,
Clark,164,U.S. Senate,Shelley Berkley,349,
Clark,164,State Senate,Aaron Ford,377,11
Clark,164,U.S. House,Dina Titus,378,1
Clark,164,State House,Irene Bustamante Adams,384,42
Clark,164,President,Barack Obama,400,
Clark,164,President,Virgil Goode,1,
Clark,164,President,None Of These Candidates,1,
Clark,164,President,Gary Johnson,8,
Clark,164,U.S. House,Stan Vaughan,9,1
Clark,164,U.S. House,William Pojunis,13,1
Clark,164,U.S. Senate,David Vanderbeek,19,
Clark,164,U.S. Senate,None Of These Candidates,27,
Clark,164,U.S. Senate,Dean Heller,86,
Clark,164,U.S. House,Chris Edwards,89,1
Clark,164,State House,Robert Mcentee,90,42
Clark,164,President,Mitt Romney,93,
Clark,164,State Senate,John Drake,104,11
Clark,164,U.S. Senate,Shelley Berkley,293,
Clark,164,State Senate,Aaron Ford,304,11
Clark,164,U.S. House,Dina Titus,304,1
Clark,164,State House,Irene Bustamante Adams,318,42
Clark,164,President,Barack Obama,336,
Clark,164,President,Virgil Goode,0,
Clark,164,President,None Of These Candidates,2,
Clark,164,U.S. House,Stan Vaughan,3,1
Clark,164,President,Gary Johnson,4,
Clark,164,U.S. Senate,David Vanderbeek,4,
Clark,164,U.S. Senate,None Of These Candidates,6,
Clark,164,U.S. House,William Pojunis,8,1
Clark,164,U.S. Senate,Shelley Berkley,93,
Clark,164,State Senate,Aaron Ford,95,11
Clark,164,U.S. House,Dina Titus,99,1
Clark,164,State House,Irene Bustamante Adams,102,42
Clark,164,President,Barack Obama,106,
Clark,164,U.S. House,Chris Edwards,129,1
Clark,164,State House,Robert Mcentee,130,42
Clark,164,State Senate,John Drake,135,11
Clark,164,President,Mitt Romney,141,
Clark,164,U.S. Senate,Dean Heller,145,
Clark,164,President,Virgil Goode,0,
Clark,164,President,Gary Johnson,0,
Clark,164,President,None Of These Candidates,0,
Clark,164,President,Barack Obama,0,
Clark,164,President,Mitt Romney,0,
Clark,164,State House,Jason Frierson,0,8
Clark,164,State House,Arthur Martinez,0,8
Clark,164,State Senate,John Drake,0,11
Clark,164,State Senate,Aaron Ford,0,11
Clark,164,U.S. House,Joe Heck,0,3
Clark,164,U.S. House,Tom Jones,0,3
Clark,164,U.S. House,Jim Murphy,0,3
Clark,164,U.S. House,John Oceguera,0,3
Clark,164,U.S. Senate,Shelley Berkley,0,
Clark,164,U.S. Senate,Dean Heller,0,
Clark,164,U.S. Senate,None Of These Candidates,0,
Clark,164,U.S. Senate,David Vanderbeek,0,
Clark,164,President,None Of These Candidates,0,
Clark,164,President,Virgil Goode,1,
Clark,164,President,Gary Johnson,1,
Clark,164,U.S. House,Stan Vaughan,1,1
Clark,164,U.S. Senate,None Of These Candidates,3,
Clark,164,U.S. House,William Pojunis,6,1
Clark,164,U.S. Senate,David Vanderbeek,9,
Clark,164,U.S. Senate,Dean Heller,42,
Clark,164,State House,Arthur Martinez,43,8
Clark,164,U.S. House,Chris Edwards,43,1
Clark,164,State Senate,John Drake,47,11
Clark,164,President,Mitt Romney,48,
Clark,164,U.S. Senate,Shelley Berkley,61,
Clark,164,State Senate,Aaron Ford,63,11
Clark,164,U.S. House,Dina Titus,64,1
Clark,164,President,Barack Obama,67,
Clark,164,State House,Jason Frierson,68,8
Clark,165,President,Virgil Goode,0,
Clark,165,President,None Of These Candidates,1,
Clark,165,U.S. House,Tom Jones,8,3
Clark,165,President,Gary Johnson,9,
Clark,165,U.S. House,Jim Murphy,16,3
Clark,165,U.S. Senate,David Vanderbeek,16,
Clark,165,U.S. Senate,None Of These Candidates,21,
Clark,165,U.S. House,John Oceguera,106,3
Clark,165,U.S. Senate,Shelley Berkley,114,
Clark,165,State Senate,Aaron Ford,128,11
Clark,165,President,Barack Obama,130,
Clark,165,State House,Jason Frierson,137,8
Clark,165,State House,Arthur Martinez,259,8
Clark,165,State Senate,John Drake,274,11
Clark,165,U.S. Senate,Dean Heller,282,
Clark,165,U.S. House,Joe Heck,289,3
Clark,165,President,Mitt Romney,299,
Clark,165,President,Virgil Goode,1,
Clark,165,President,None Of These Candidates,4,
Clark,165,President,Gary Johnson,17,
Clark,165,U.S. House,Stan Vaughan,19,1
Clark,165,U.S. House,William Pojunis,28,1
Clark,165,U.S. Senate,David Vanderbeek,46,
Clark,165,U.S. Senate,None Of These Candidates,51,
Clark,165,State House,Arthur Martinez,306,8
Clark,165,U.S. House,Chris Edwards,314,1
Clark,165,State Senate,John Drake,329,11
Clark,165,U.S. Senate,Dean Heller,329,
Clark,165,President,Mitt Romney,337,
Clark,165,U.S. Senate,Shelley Berkley,656,
Clark,165,U.S. House,Dina Titus,698,1
Clark,165,State Senate,Aaron Ford,703,11
Clark,165,State House,Jason Frierson,719,8
Clark,165,President,Barack Obama,761,
Clark,165,President,Virgil Goode,0,
Clark,165,President,None Of These Candidates,7,
Clark,165,President,Gary Johnson,13,
Clark,165,U.S. House,Stan Vaughan,17,1
Clark,165,U.S. House,William Pojunis,24,1
Clark,165,U.S. Senate,David Vanderbeek,35,
Clark,165,U.S. Senate,None Of These Candidates,36,
Clark,165,U.S. House,Chris Edwards,239,1
Clark,165,State House,Arthur Martinez,250,8
Clark,165,U.S. Senate,Dean Heller,256,
Clark,165,President,Mitt Romney,260,
Clark,165,State Senate,John Drake,261,11
Clark,165,U.S. Senate,Shelley Berkley,637,
Clark,165,U.S. House,Dina Titus,674,1
Clark,165,State Senate,Aaron Ford,675,11
Clark,165,State House,Jason Frierson,685,8
Clark,165,President,Barack Obama,731,
Clark,165,President,None Of These Candidates,1,
Clark,165,President,Virgil Goode,4,
Clark,165,President,Gary Johnson,7,
Clark,165,U.S. House,William Pojunis,24,1
Clark,165,U.S. House,Stan Vaughan,26,1
Clark,165,U.S. Senate,None Of These Candidates,50,
Clark,165,U.S. Senate,David Vanderbeek,50,
Clark,165,U.S. House,Chris Edwards,235,1
Clark,165,State House,Arthur Martinez,255,8
Clark,165,State Senate,John Drake,256,11
Clark,165,President,Mitt Romney,259,
Clark,165,U.S. Senate,Dean Heller,261,
Clark,165,U.S. Senate,Shelley Berkley,518,
Clark,165,U.S. House,Dina Titus,576,1
Clark,165,State House,Jason Frierson,584,8
Clark,165,State Senate,Aaron Ford,589,11
Clark,165,President,Barack Obama,636,
Clark,166,President,Virgil Goode,2,
Clark,166,President,None Of These Candidates,2,
Clark,166,President,Gary Johnson,6,
Clark,166,U.S. House,Stan Vaughan,17,1
Clark,166,U.S. House,William Pojunis,28,1
Clark,166,U.S. Senate,David Vanderbeek,34,
Clark,166,U.S. Senate,None Of These Candidates,53,
Clark,166,State House,Arthur Martinez,260,8
Clark,166,U.S. House,Chris Edwards,264,1
Clark,166,State Senate,John Drake,270,11
Clark,166,U.S. Senate,Dean Heller,274,
Clark,166,President,Mitt Romney,288,
Clark,166,U.S. Senate,Shelley Berkley,518,
Clark,166,U.S. House,Dina Titus,552,1
Clark,166,State Senate,Aaron Ford,568,11
Clark,166,State House,Jason Frierson,574,8
Clark,166,President,Barack Obama,616,
Clark,166,President,Virgil Goode,3,
Clark,166,President,None Of These Candidates,6,
Clark,166,President,Gary Johnson,17,
Clark,166,U.S. House,Stan Vaughan,23,1
Clark,166,U.S. House,William Pojunis,30,1
Clark,166,U.S. Senate,None Of These Candidates,38,
Clark,166,U.S. Senate,David Vanderbeek,41,
Clark,166,State Senate,John Drake,234,11
Clark,166,State House,Arthur Martinez,239,8
Clark,166,U.S. House,Chris Edwards,247,1
Clark,166,President,Mitt Romney,259,
Clark,166,U.S. Senate,Dean Heller,267,
Clark,166,U.S. Senate,Shelley Berkley,421,
Clark,166,U.S. House,Dina Titus,455,1
Clark,166,State House,Jason Frierson,490,8
Clark,166,State Senate,Aaron Ford,495,11
Clark,166,President,Barack Obama,504,
Clark,166,President,None Of These Candidates,1,
Clark,166,President,Virgil Goode,2,
Clark,166,President,Gary Johnson,5,
Clark,166,U.S. House,Stan Vaughan,13,1
Clark,166,U.S. House,William Pojunis,16,1
Clark,166,U.S. Senate,None Of These Candidates,20,
Clark,166,U.S. Senate,David Vanderbeek,24,
Clark,166,U.S. Senate,Shelley Berkley,244,
Clark,166,U.S. House,Dina Titus,262,1
Clark,166,State Senate,Aaron Ford,271,11
Clark,166,President,Barack Obama,277,
Clark,166,State House,Jason Frierson,294,8
Clark,166,State House,Arthur Martinez,298,8
Clark,166,U.S. House,Chris Edwards,316,1
Clark,166,State Senate,John Drake,321,11
Clark,166,U.S. Senate,Dean Heller,322,
Clark,166,President,Mitt Romney,336,
Clark,166,President,Virgil Goode,0,
Clark,166,President,Gary Johnson,0,
Clark,166,President,None Of These Candidates,0,
Clark,166,President,Barack Obama,0,
Clark,166,President,Mitt Romney,0,
Clark,166,State House,Ben Boarman,0,16
Clark,166,State House,Heidi Swank,0,16
Clark,166,U.S. House,Chris Edwards,0,1
Clark,166,U.S. House,William Pojunis,0,1
Clark,166,U.S. House,Dina Titus,0,1
Clark,166,U.S. House,Stan Vaughan,0,1
Clark,166,U.S. Senate,Shelley Berkley,0,
Clark,166,U.S. Senate,Dean Heller,0,
Clark,166,U.S. Senate,None Of These Candidates,0,
Clark,166,U.S. Senate,David Vanderbeek,0,
Clark,166,President,Virgil Goode,0,
Clark,166,President,None Of These Candidates,2,
Clark,166,President,Gary Johnson,11,
Clark,166,U.S. House,Tom Jones,21,3
Clark,166,U.S. Senate,None Of These Candidates,39,
Clark,166,U.S. Senate,David Vanderbeek,46,
Clark,166,U.S. House,Jim Murphy,50,3
Clark,166,U.S. House,John Oceguera,371,3
Clark,166,U.S. Senate,Shelley Berkley,376,
Clark,166,State House,Paul Aizley,432,41
Clark,166,President,Barack Obama,436,
Clark,166,State House,Phil Regeski,557,41
Clark,166,U.S. House,Joe Heck,571,3
Clark,166,U.S. Senate,Dean Heller,571,
Clark,166,President,Mitt Romney,597,
Clark,166,President,Virgil Goode,0,
Clark,166,President,None Of These Candidates,0,
Clark,166,President,Gary Johnson,4,
Clark,166,U.S. House,Tom Jones,9,3
Clark,166,U.S. House,Jim Murphy,11,3
Clark,166,U.S. Senate,None Of These Candidates,12,
Clark,166,U.S. Senate,David Vanderbeek,17,
Clark,166,U.S. Senate,Shelley Berkley,159,
Clark,166,U.S. House,John Oceguera,170,3
Clark,166,State House,Paul Aizley,183,41
Clark,166,President,Barack Obama,198,
Clark,166,State House,Phil Regeski,228,41
Clark,166,U.S. House,Joe Heck,235,3
Clark,166,President,Mitt Romney,237,
Clark,166,U.S. Senate,Dean Heller,245,
Clark,167,President,Virgil Goode,3,
Clark,167,President,None Of These Candidates,3,
Clark,167,President,Gary Johnson,13,
Clark,167,U.S. House,Tom Jones,17,3
Clark,167,U.S. Senate,David Vanderbeek,42,
Clark,167,U.S. House,Jim Murphy,45,3
Clark,167,U.S. Senate,None Of These Candidates,50,
Clark,167,State House,Phil Regeski,341,41
Clark,167,U.S. Senate,Dean Heller,346,
Clark,167,President,Mitt Romney,348,
Clark,167,U.S. House,Joe Heck,355,3
Clark,167,U.S. Senate,Shelley Berkley,407,
Clark,167,U.S. House,John Oceguera,413,3
Clark,167,State House,Paul Aizley,454,41
Clark,167,President,Barack Obama,500,
Clark,167,President,Virgil Goode,0,
Clark,167,President,Gary Johnson,0,
Clark,167,President,None Of These Candidates,0,
Clark,167,U.S. House,Tom Jones,0,3
Clark,167,U.S. House,Jim Murphy,0,3
Clark,167,U.S. Senate,Shelley Berkley,0,
Clark,167,U.S. Senate,None Of These Candidates,1,
Clark,167,U.S. House,John Oceguera,2,3
Clark,167,U.S. Senate,David Vanderbeek,2,
Clark,167,President,Barack Obama,3,
Clark,167,State House,Michael Joe,3,23
Clark,167,State House,Melissa Woodbury,19,23
Clark,167,U.S. Senate,Dean Heller,22,
Clark,167,President,Mitt Romney,23,
Clark,167,U.S. House,Joe Heck,23,3
Clark,167,President,Virgil Goode,2,
Clark,167,President,None Of These Candidates,6,
Clark,167,President,Gary Johnson,10,
Clark,167,U.S. House,Tom Jones,17,3
Clark,167,U.S. Senate,David Vanderbeek,32,
Clark,167,U.S. Senate,None Of These Candidates,34,
Clark,167,U.S. House,Jim Murphy,45,3
Clark,167,U.S. Senate,Dean Heller,284,
Clark,167,U.S. House,Joe Heck,285,3
Clark,167,President,Mitt Romney,290,
Clark,167,State House,Lynn Stewart,302,22
Clark,167,U.S. House,John Oceguera,319,3
Clark,167,U.S. Senate,Shelley Berkley,336,
Clark,167,State House,Randy Spoor,340,22
Clark,167,President,Barack Obama,392,
Clark,167,President,Virgil Goode,0,
Clark,167,President,Gary Johnson,0,
Clark,167,President,None Of These Candidates,0,
Clark,167,President,Barack Obama,0,
Clark,167,President,Mitt Romney,0,
Clark,167,State House,Anthony Blanque,0,29
Clark,167,State House,Bob Irwin,0,29
Clark,167,State House,April Mastroluca,0,29
Clark,167,State Senate,Steve Kirk,0,5
Clark,167,State Senate,Joyce Woodhouse,0,5
Clark,167,U.S. House,Joe Heck,0,3
Clark,167,U.S. House,Tom Jones,0,3
Clark,167,U.S. House,Jim Murphy,0,3
Clark,167,U.S. House,John Oceguera,0,3
Clark,167,U.S. Senate,Shelley Berkley,0,
Clark,167,U.S. Senate,Dean Heller,0,
Clark,167,U.S. Senate,None Of These Candidates,0,
Clark,167,U.S. Senate,David Vanderbeek,0,
Clark,167,President,Virgil Goode,2,
Clark,167,President,Gary Johnson,2,
Clark,167,President,None Of These Candidates,2,
Clark,167,U.S. House,Tom Jones,17,3
Clark,167,U.S. Senate,None Of These Candidates,25,
Clark,167,U.S. House,Jim Murphy,31,3
Clark,167,U.S. Senate,David Vanderbeek,32,
Clark,167,U.S. House,John Oceguera,262,3
Clark,167,State House,Randy Spoor,291,22
Clark,167,U.S. Senate,Shelley Berkley,312,
Clark,167,President,Barack Obama,329,
Clark,167,U.S. Senate,Dean Heller,412,
Clark,167,State House,Lynn Stewart,440,22
Clark,167,U.S. House,Joe Heck,445,3
Clark,167,President,Mitt Romney,455,
Clark,167,President,None Of These Candidates,1,
Clark,167,President,Virgil Goode,2,
Clark,167,President,Gary Johnson,11,
Clark,167,U.S. House,Tom Jones,18,3
Clark,167,U.S. Senate,None Of These Candidates,35,
Clark,167,U.S. Senate,David Vanderbeek,37,
Clark,167,U.S. House,Jim Murphy,38,3
Clark,167,U.S. House,John Oceguera,315,3
Clark,167,U.S. Senate,Shelley Berkley,328,
Clark,167,State House,Randy Spoor,338,22
Clark,167,President,Barack Obama,385,
Clark,167,U.S. Senate,Dean Heller,533,
Clark,167,U.S. House,Joe Heck,542,3
Clark,167,State House,Lynn Stewart,544,22
Clark,167,President,Mitt Romney,549,
Clark,167,President,Virgil Goode,0,
Clark,167,President,None Of These Candidates,3,
Clark,167,President,Gary Johnson,6,
Clark,167,U.S. House,Tom Jones,17,3
Clark,167,State House,Les Mckay,18,21
Clark,167,U.S. House,Jim Murphy,21,3
Clark,167,U.S. Senate,None Of These Candidates,24,
Clark,167,U.S. Senate,David Vanderbeek,30,
Clark,167,U.S. Senate,Shelley Berkley,185,
Clark,167,U.S. House,John Oceguera,193,3
Clark,167,State House,Andy Eisen,203,21
Clark,167,State Senate,Joyce Woodhouse,227,5
Clark,167,President,Barack Obama,231,
Clark,167,State Senate,Steve Kirk,242,5
Clark,167,U.S. House,Joe Heck,247,3
Clark,167,U.S. Senate,Dean Heller,247,
Clark,167,State House,Becky Harris,248,21
Clark,167,President,Mitt Romney,252,
Clark,167,President,None Of These Candidates,3,
Clark,167,President,Virgil Goode,7,
Clark,167,President,Gary Johnson,13,
Clark,167,U.S. House,Tom Jones,20,3
Clark,167,U.S. Senate,None Of These Candidates,31,
Clark,167,State House,Les Mckay,32,21
Clark,167,U.S. House,Jim Murphy,44,3
Clark,167,U.S. Senate,David Vanderbeek,48,
Clark,167,State Senate,Steve Kirk,347,5
Clark,167,U.S. Senate,Dean Heller,352,
Clark,167,U.S. House,Joe Heck,354,3
Clark,167,President,Mitt Romney,359,
Clark,167,State House,Becky Harris,361,21
Clark,167,U.S. House,John Oceguera,408,3
Clark,167,State House,Andy Eisen,414,21
Clark,167,U.S. Senate,Shelley Berkley,416,
Clark,167,State Senate,Joyce Woodhouse,467,5
Clark,167,President,Barack Obama,478,
Clark,167,President,Virgil Goode,2,
Clark,167,President,Gary Johnson,13,
Clark,167,President,None Of These Candidates,13,
Clark,167,State House,Les Mckay,22,21
Clark,167,U.S. House,Tom Jones,22,3
Clark,167,U.S. Senate,None Of These Candidates,35,
Clark,167,U.S. House,Jim Murphy,36,3
Clark,167,U.S. Senate,David Vanderbeek,41,
Clark,167,U.S. House,John Oceguera,320,3
Clark,167,U.S. Senate,Shelley Berkley,324,
Clark,167,State House,Andy Eisen,329,21
Clark,167,President,Barack Obama,355,
Clark,167,State Senate,Joyce Woodhouse,366,5
Clark,167,State Senate,Steve Kirk,434,5
Clark,167,U.S. Senate,Dean Heller,439,
Clark,167,U.S. House,Joe Heck,445,3
Clark,167,State House,Becky Harris,452,21
Clark,167,President,Mitt Romney,462,
