precinct,office,candidate,votes,jurisdiction
7502 - County,United States Senator (Democratic),"Berkley, Shelley",22,Clark
7502 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7502 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7502 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7502 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7502 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7503 - County,United States Senator (Democratic),"Berkley, Shelley",7,Clark
7503 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7503 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7503 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7503 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7503 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7504 - County,United States Senator (Democratic),"Berkley, Shelley",5,Clark
7504 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
7504 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7504 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7504 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7504 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7505 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7505 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7505 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7505 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7505 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7505 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7506 - County,United States Senator (Democratic),"Berkley, Shelley",18,Clark
7506 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7506 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7506 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7506 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7506 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
7507 - County,United States Senator (Democratic),"Berkley, Shelley",71,Clark
7507 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
7507 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7507 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
7507 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7507 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
7508 - County,United States Senator (Democratic),"Berkley, Shelley",23,Clark
7508 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7508 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7508 - County,United States Senator (Democratic),"Macias, Louis",4,Clark
7508 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7508 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7509 - County,United States Senator (Democratic),"Berkley, Shelley",30,Clark
7509 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
7509 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7509 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7509 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7509 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7511 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7511 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7511 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7511 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7511 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7511 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7512 - County,United States Senator (Democratic),"Berkley, Shelley",30,Clark
7512 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7512 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7512 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
7512 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7512 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
7513 - County,United States Senator (Democratic),"Berkley, Shelley",42,Clark
7513 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
7513 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7513 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
7513 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7513 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
7514 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7514 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7514 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7514 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7514 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7514 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7515 - County,United States Senator (Democratic),"Berkley, Shelley",83,Clark
7515 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
7515 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
7515 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7515 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
7515 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
7522 - County,United States Senator (Democratic),"Berkley, Shelley",47,Clark
7522 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
7522 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7522 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7522 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
7522 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7523 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7523 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7523 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7523 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7523 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7523 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7524 - County,United States Senator (Democratic),"Berkley, Shelley",38,Clark
7524 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7524 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7524 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7524 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
7524 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
7525 - County,United States Senator (Democratic),"Berkley, Shelley",22,Clark
7525 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7525 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7525 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7525 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7525 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7526 - County,United States Senator (Democratic),"Berkley, Shelley",19,Clark
7526 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7526 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7526 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7526 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
7526 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7527 - County,United States Senator (Democratic),"Berkley, Shelley",39,Clark
7527 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7527 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7527 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7527 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7527 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7530 - County,United States Senator (Democratic),"Berkley, Shelley",35,Clark
7530 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
7530 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7530 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7530 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
7530 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
7531 - County,United States Senator (Democratic),"Berkley, Shelley",35,Clark
7531 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7531 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7531 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
7531 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7531 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
7532 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
7532 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
7532 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7532 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
7532 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
7532 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
7533 - HEN,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7533 - HEN,United States Senator (Democratic),"Brown, Steve",0,Clark
7533 - HEN,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7533 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7533 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
7533 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7534 - HEN,United States Senator (Democratic),"Berkley, Shelley",22,Clark
7534 - HEN,United States Senator (Democratic),"Brown, Steve",2,Clark
7534 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7534 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
7534 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
7534 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
7535 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7535 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7535 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7535 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7535 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7535 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7536 - HEN,United States Senator (Democratic),"Berkley, Shelley",47,Clark
7536 - HEN,United States Senator (Democratic),"Brown, Steve",3,Clark
7536 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7536 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
7536 - HEN,United States Senator (Democratic),None Of These Candidates,4,Clark
7536 - HEN,United States Senator (Democratic),"Price, Nancy",4,Clark
7541 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7541 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7541 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7541 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7541 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7541 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7543 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
7543 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
7543 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
7543 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
7543 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
7543 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
7545 - BOC,United States Senator (Democratic),"Berkley, Shelley",48,Clark
7545 - BOC,United States Senator (Democratic),"Brown, Steve",0,Clark
7545 - BOC,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
7545 - BOC,United States Senator (Democratic),"Macias, Louis",0,Clark
7545 - BOC,United States Senator (Democratic),None Of These Candidates,2,Clark
7545 - BOC,United States Senator (Democratic),"Price, Nancy",5,Clark
7551 - BOC,United States Senator (Democratic),"Berkley, Shelley",46,Clark
7551 - BOC,United States Senator (Democratic),"Brown, Steve",4,Clark
7551 - BOC,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
7551 - BOC,United States Senator (Democratic),"Macias, Louis",0,Clark
7551 - BOC,United States Senator (Democratic),None Of These Candidates,6,Clark
7551 - BOC,United States Senator (Democratic),"Price, Nancy",4,Clark
7552 - BOC,United States Senator (Democratic),"Berkley, Shelley",68,Clark
7552 - BOC,United States Senator (Democratic),"Brown, Steve",5,Clark
7552 - BOC,United States Senator (Democratic),"Ellsworth, Barry",9,Clark
7552 - BOC,United States Senator (Democratic),"Macias, Louis",1,Clark
7552 - BOC,United States Senator (Democratic),None Of These Candidates,8,Clark
7552 - BOC,United States Senator (Democratic),"Price, Nancy",6,Clark
7553 - BOC,United States Senator (Democratic),"Berkley, Shelley",60,Clark
7553 - BOC,United States Senator (Democratic),"Brown, Steve",2,Clark
7553 - BOC,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
7553 - BOC,United States Senator (Democratic),"Macias, Louis",1,Clark
7553 - BOC,United States Senator (Democratic),None Of These Candidates,4,Clark
