jurisdiction,precinct,office,party,candidate,votes
Clark,4532,President,Democratic,Hillary Clinton,7
Clark,4535,President,Democratic,Hillary Clinton,9
Clark,4536,President,Democratic,Hillary Clinton,12
Clark,4540,President,Democratic,Hillary Clinton,5
Clark,4541,President,Democratic,Hillary Clinton,10
Clark,4543,President,Democratic,Hillary Clinton,4
Clark,4546,President,Democratic,Hillary Clinton,6
Clark,4547,President,Democratic,Hillary Clinton,4
Clark,4548,President,Democratic,Hillary Clinton,3
Clark,4549,President,Democratic,Hillary Clinton,5
Clark,4550,President,Democratic,Hillary Clinton,4
Clark,4551,President,Democratic,Hillary Clinton,7
Clark,4552,President,Democratic,Hillary Clinton,8
Clark,4553,President,Democratic,Hillary Clinton,12
Clark,4554,President,Democratic,Hillary Clinton,2
Clark,4555,President,Democratic,Hillary Clinton,9
Clark,4556,President,Democratic,Hillary Clinton,8
Clark,4557,President,Democratic,Hillary Clinton,10
Clark,4559,President,Democratic,Hillary Clinton,12
Clark,4560,President,Democratic,Hillary Clinton,7
Clark,4561,President,Democratic,Hillary Clinton,5
Clark,4562,President,Democratic,Hillary Clinton,4
Clark,4563,President,Democratic,Hillary Clinton,3
Clark,4564,President,Democratic,Hillary Clinton,0
Clark,4565,President,Democratic,Hillary Clinton,10
Clark,4566,President,Democratic,Hillary Clinton,9
Clark,4567,President,Democratic,Hillary Clinton,15
Clark,4568,President,Democratic,Hillary Clinton,1
Clark,4569,President,Democratic,Hillary Clinton,6
Clark,4571,President,Democratic,Hillary Clinton,0
Clark,4573,President,Democratic,Hillary Clinton,2
Clark,4577,President,Democratic,Hillary Clinton,12
Clark,4581,President,Democratic,Hillary Clinton,13
Clark,4582,President,Democratic,Hillary Clinton,5
Clark,4583,President,Democratic,Hillary Clinton,10
Clark,4584,President,Democratic,Hillary Clinton,8
Clark,4585,President,Democratic,Hillary Clinton,8
Clark,4586,President,Democratic,Hillary Clinton,11
Clark,4590,President,Democratic,Hillary Clinton,6
Clark,4591,President,Democratic,Hillary Clinton,5
Clark,4592,President,Democratic,Hillary Clinton,2
Clark,4593,President,Democratic,Hillary Clinton,5
Clark,4594,President,Democratic,Hillary Clinton,0
Clark,4596,President,Democratic,Hillary Clinton,1
Clark,4597,President,Democratic,Hillary Clinton,14
Clark,4598,President,Democratic,Hillary Clinton,5
Clark,4599,President,Democratic,Hillary Clinton,9
Clark,4601,President,Democratic,Hillary Clinton,1
Clark,4602,President,Democratic,Hillary Clinton,9
Clark,4603,President,Democratic,Hillary Clinton,5
Clark,4604,President,Democratic,Hillary Clinton,2
Clark,4605,President,Democratic,Hillary Clinton,7
Clark,4606,President,Democratic,Hillary Clinton,0
Clark,4611,President,Democratic,Hillary Clinton,4
Clark,4612,President,Democratic,Hillary Clinton,9
Clark,4614,President,Democratic,Hillary Clinton,1
Clark,4616,President,Democratic,Hillary Clinton,27
Clark,4621,President,Democratic,Hillary Clinton,4
Clark,4623,President,Democratic,Hillary Clinton,8
Clark,4633,President,Democratic,Hillary Clinton,6
Clark,4634,President,Democratic,Hillary Clinton,12
Clark,4635,President,Democratic,Hillary Clinton,7
Clark,4636,President,Democratic,Hillary Clinton,0
Clark,4641,President,Democratic,Hillary Clinton,0
Clark,4642,President,Democratic,Hillary Clinton,4
Clark,4643,President,Democratic,Hillary Clinton,2
Clark,4650,President,Democratic,Hillary Clinton,1
Clark,4652,President,Democratic,Hillary Clinton,11
Clark,5003,President,Democratic,Hillary Clinton,0
Clark,5029,President,Democratic,Hillary Clinton,11
Clark,5034,President,Democratic,Hillary Clinton,7
Clark,5036,President,Democratic,Hillary Clinton,5
Clark,5047,President,Democratic,Hillary Clinton,5
Clark,5056,President,Democratic,Hillary Clinton,2
Clark,5323,President,Democratic,Hillary Clinton,9
Clark,5324,President,Democratic,Hillary Clinton,7
Clark,5326,President,Democratic,Hillary Clinton,5
Clark,5330,President,Democratic,Hillary Clinton,4
Clark,5332,President,Democratic,Hillary Clinton,4
Clark,5333,President,Democratic,Hillary Clinton,9
Clark,5350,President,Democratic,Hillary Clinton,7
Clark,5356,President,Democratic,Hillary Clinton,3
Clark,5372,President,Democratic,Hillary Clinton,4
Clark,5384,President,Democratic,Hillary Clinton,4
Clark,5390,President,Democratic,Hillary Clinton,4
Clark,5393,President,Democratic,Hillary Clinton,5
Clark,5394,President,Democratic,Hillary Clinton,7
Clark,5395,President,Democratic,Hillary Clinton,3
Clark,5396,President,Democratic,Hillary Clinton,7
Clark,5397,President,Democratic,Hillary Clinton,8
Clark,5400,President,Democratic,Hillary Clinton,6
Clark,5403,President,Democratic,Hillary Clinton,4
Clark,5404,President,Democratic,Hillary Clinton,12
Clark,5405,President,Democratic,Hillary Clinton,10
Clark,5410,President,Democratic,Hillary Clinton,7
Clark,5412,President,Democratic,Hillary Clinton,8
Clark,5413,President,Democratic,Hillary Clinton,6
Clark,5417,President,Democratic,Hillary Clinton,6
Clark,5425,President,Democratic,Hillary Clinton,4
Clark,5430,President,Democratic,Hillary Clinton,6
Clark,5501,President,Democratic,Hillary Clinton,3
Clark,5504,President,Democratic,Hillary Clinton,5
Clark,5505,President,Democratic,Hillary Clinton,6
Clark,5511,President,Democratic,Hillary Clinton,4
Clark,5512,President,Democratic,Hillary Clinton,9
Clark,5513,President,Democratic,Hillary Clinton,10
Clark,5515,President,Democratic,Hillary Clinton,5
Clark,5521,President,Democratic,Hillary Clinton,3
Clark,5522,President,Democratic,Hillary Clinton,6
Clark,5523,President,Democratic,Hillary Clinton,7
Clark,5524,President,Democratic,Hillary Clinton,2
Clark,5525,President,Democratic,Hillary Clinton,2
Clark,5531,President,Democratic,Hillary Clinton,3
Clark,5532,President,Democratic,Hillary Clinton,3
Clark,5533,President,Democratic,Hillary Clinton,7
Clark,5534,President,Democratic,Hillary Clinton,4
Clark,5535,President,Democratic,Hillary Clinton,3
Clark,5536,President,Democratic,Hillary Clinton,6
Clark,5537,President,Democratic,Hillary Clinton,6
Clark,5541,President,Democratic,Hillary Clinton,0
Clark,5542,President,Democratic,Hillary Clinton,4
Clark,5543,President,Democratic,Hillary Clinton,3
Clark,5544,President,Democratic,Hillary Clinton,6
Clark,5545,President,Democratic,Hillary Clinton,12
Clark,5552,President,Democratic,Hillary Clinton,4
Clark,5553,President,Democratic,Hillary Clinton,4
Clark,5554,President,Democratic,Hillary Clinton,4
Clark,5555,President,Democratic,Hillary Clinton,3
Clark,5560,President,Democratic,Hillary Clinton,4
Clark,5562,President,Democratic,Hillary Clinton,5
Clark,5564,President,Democratic,Hillary Clinton,4
Clark,5565,President,Democratic,Hillary Clinton,8
Clark,5566,President,Democratic,Hillary Clinton,5
Clark,5567,President,Democratic,Hillary Clinton,5
Clark,5568,President,Democratic,Hillary Clinton,4
Clark,5569,President,Democratic,Hillary Clinton,3
Clark,5570,President,Democratic,Hillary Clinton,9
Clark,5571,President,Democratic,Hillary Clinton,8
Clark,5572,President,Democratic,Hillary Clinton,5
Clark,5573,President,Democratic,Hillary Clinton,4
Clark,5574,President,Democratic,Hillary Clinton,2
Clark,5575,President,Democratic,Hillary Clinton,3
Clark,5576,President,Democratic,Hillary Clinton,5
Clark,5577,President,Democratic,Hillary Clinton,5
Clark,5578,President,Democratic,Hillary Clinton,5
Clark,5579,President,Democratic,Hillary Clinton,3
Clark,5580,President,Democratic,Hillary Clinton,11
Clark,5581,President,Democratic,Hillary Clinton,8
Clark,5582,President,Democratic,Hillary Clinton,7
Clark,5583,President,Democratic,Hillary Clinton,6
Clark,5584,President,Democratic,Hillary Clinton,6
Clark,5585,President,Democratic,Hillary Clinton,6
Clark,5586,President,Democratic,Hillary Clinton,7
Clark,5587,President,Democratic,Hillary Clinton,6
Clark,5588,President,Democratic,Hillary Clinton,1
Clark,5589,President,Democratic,Hillary Clinton,1
Clark,5591,President,Democratic,Hillary Clinton,4
Clark,5592,President,Democratic,Hillary Clinton,4
Clark,5593,President,Democratic,Hillary Clinton,6
Clark,5594,President,Democratic,Hillary Clinton,5
Clark,5595,President,Democratic,Hillary Clinton,5
Clark,5596,President,Democratic,Hillary Clinton,11
Clark,5597,President,Democratic,Hillary Clinton,3
Clark,5598,President,Democratic,Hillary Clinton,7
Clark,5601,President,Democratic,Hillary Clinton,7
Clark,5603,President,Democratic,Hillary Clinton,6
Clark,5604,President,Democratic,Hillary Clinton,7
Clark,5612,President,Democratic,Hillary Clinton,6
Clark,5613,President,Democratic,Hillary Clinton,5
Clark,5614,President,Democratic,Hillary Clinton,5
Clark,5615,President,Democratic,Hillary Clinton,4
Clark,5616,President,Democratic,Hillary Clinton,4
Clark,5617,President,Democratic,Hillary Clinton,9
Clark,5620,President,Democratic,Hillary Clinton,15
Clark,5621,President,Democratic,Hillary Clinton,5
Clark,5622,President,Democratic,Hillary Clinton,4
Clark,5623,President,Democratic,Hillary Clinton,8
Clark,5624,President,Democratic,Hillary Clinton,4
Clark,5625,President,Democratic,Hillary Clinton,5
Clark,5631,President,Democratic,Hillary Clinton,3
Clark,5632,President,Democratic,Hillary Clinton,6
Clark,5633,President,Democratic,Hillary Clinton,8
Clark,5634,President,Democratic,Hillary Clinton,3
Clark,5635,President,Democratic,Hillary Clinton,8
Clark,5636,President,Democratic,Hillary Clinton,6
Clark,5641,President,Democratic,Hillary Clinton,0
Clark,5642,President,Democratic,Hillary Clinton,3
Clark,5651,President,Democratic,Hillary Clinton,6
Clark,5652,President,Democratic,Hillary Clinton,6
Clark,5653,President,Democratic,Hillary Clinton,6
Clark,5654,President,Democratic,Hillary Clinton,3
Clark,6040,President,Democratic,Hillary Clinton,6
Clark,6057,President,Democratic,Hillary Clinton,6
Clark,6062,President,Democratic,Hillary Clinton,4
Clark,6066,President,Democratic,Hillary Clinton,3
Clark,6109,President,Democratic,Hillary Clinton,6
Clark,6362,President,Democratic,Hillary Clinton,7
Clark,6424,President,Democratic,Hillary Clinton,5
Clark,6431,President,Democratic,Hillary Clinton,5
Clark,6434,President,Democratic,Hillary Clinton,4
Clark,6440,President,Democratic,Hillary Clinton,4
Clark,6463,President,Democratic,Hillary Clinton,5
Clark,6469,President,Democratic,Hillary Clinton,4
Clark,6470,President,Democratic,Hillary Clinton,6
Clark,6471,President,Democratic,Hillary Clinton,6
Clark,6475,President,Democratic,Hillary Clinton,4
Clark,6477,President,Democratic,Hillary Clinton,4
Clark,6484,President,Democratic,Hillary Clinton,0
Clark,6486,President,Democratic,Hillary Clinton,1
Clark,6487,President,Democratic,Hillary Clinton,2
Clark,6488,President,Democratic,Hillary Clinton,0
Clark,6490,President,Democratic,Hillary Clinton,3
Clark,6492,President,Democratic,Hillary Clinton,6
Clark,6493,President,Democratic,Hillary Clinton,6
Clark,6494,President,Democratic,Hillary Clinton,3
Clark,6497,President,Democratic,Hillary Clinton,7
Clark,6498,President,Democratic,Hillary Clinton,0
Clark,6499,President,Democratic,Hillary Clinton,8
Clark,6500,President,Democratic,Hillary Clinton,1
Clark,6512,President,Democratic,Hillary Clinton,4
Clark,6513,President,Democratic,Hillary Clinton,2
Clark,6514,President,Democratic,Hillary Clinton,6
Clark,6515,President,Democratic,Hillary Clinton,4
Clark,6517,President,Democratic,Hillary Clinton,4
Clark,6520,President,Democratic,Hillary Clinton,4
Clark,6521,President,Democratic,Hillary Clinton,5
Clark,6522,President,Democratic,Hillary Clinton,2
Clark,6526,President,Democratic,Hillary Clinton,4
Clark,6527,President,Democratic,Hillary Clinton,5
Clark,6530,President,Democratic,Hillary Clinton,4
Clark,6531,President,Democratic,Hillary Clinton,7
Clark,6533,President,Democratic,Hillary Clinton,2
Clark,6538,President,Democratic,Hillary Clinton,3
Clark,6539,President,Democratic,Hillary Clinton,4
Clark,6540,President,Democratic,Hillary Clinton,5
Clark,6544,President,Democratic,Hillary Clinton,4
Clark,6545,President,Democratic,Hillary Clinton,4
Clark,6547,President,Democratic,Hillary Clinton,5
Clark,6548,President,Democratic,Hillary Clinton,5
Clark,6549,President,Democratic,Hillary Clinton,4
Clark,6601,President,Democratic,Hillary Clinton,6
Clark,6602,President,Democratic,Hillary Clinton,7
Clark,6604,President,Democratic,Hillary Clinton,6
Clark,6605,President,Democratic,Hillary Clinton,2
Clark,6606,President,Democratic,Hillary Clinton,7
Clark,6607,President,Democratic,Hillary Clinton,8
Clark,6608,President,Democratic,Hillary Clinton,2
Clark,6609,President,Democratic,Hillary Clinton,4
Clark,6610,President,Democratic,Hillary Clinton,7
Clark,6611,President,Democratic,Hillary Clinton,4
Clark,6612,President,Democratic,Hillary Clinton,7
Clark,6613,President,Democratic,Hillary Clinton,2
Clark,6614,President,Democratic,Hillary Clinton,1
Clark,6615,President,Democratic,Hillary Clinton,2
Clark,6621,President,Democratic,Hillary Clinton,5
Clark,6622,President,Democratic,Hillary Clinton,5
Clark,6625,President,Democratic,Hillary Clinton,3
Clark,6631,President,Democratic,Hillary Clinton,3
Clark,6632,President,Democratic,Hillary Clinton,4
Clark,6633,President,Democratic,Hillary Clinton,4
Clark,6634,President,Democratic,Hillary Clinton,4
Clark,6635,President,Democratic,Hillary Clinton,5
Clark,6642,President,Democratic,Hillary Clinton,4
Clark,6643,President,Democratic,Hillary Clinton,5
Clark,6644,President,Democratic,Hillary Clinton,5
Clark,6645,President,Democratic,Hillary Clinton,6
Clark,6648,President,Democratic,Hillary Clinton,3
Clark,6649,President,Democratic,Hillary Clinton,3
Clark,6651,President,Democratic,Hillary Clinton,6
Clark,6652,President,Democratic,Hillary Clinton,3
Clark,6653,President,Democratic,Hillary Clinton,3
Clark,6654,President,Democratic,Hillary Clinton,5
Clark,6655,President,Democratic,Hillary Clinton,5
Clark,6656,President,Democratic,Hillary Clinton,5
Clark,6657,President,Democratic,Hillary Clinton,4
Clark,6658,President,Democratic,Hillary Clinton,6
Clark,6661,President,Democratic,Hillary Clinton,5
Clark,6662,President,Democratic,Hillary Clinton,3
Clark,6663,President,Democratic,Hillary Clinton,5
Clark,6664,President,Democratic,Hillary Clinton,3
Clark,6665,President,Democratic,Hillary Clinton,6
Clark,6666,President,Democratic,Hillary Clinton,4
Clark,6667,President,Democratic,Hillary Clinton,3
Clark,6671,President,Democratic,Hillary Clinton,3
Clark,6672,President,Democratic,Hillary Clinton,4
Clark,6673,President,Democratic,Hillary Clinton,8
Clark,6674,President,Democratic,Hillary Clinton,4
Clark,6675,President,Democratic,Hillary Clinton,5
Clark,6681,President,Democratic,Hillary Clinton,5
Clark,6683,President,Democratic,Hillary Clinton,1
Clark,6684,President,Democratic,Hillary Clinton,1
Clark,6685,President,Democratic,Hillary Clinton,4
Clark,6686,President,Democratic,Hillary Clinton,5
Clark,6691,President,Democratic,Hillary Clinton,3
Clark,6692,President,Democratic,Hillary Clinton,4
Clark,6693,President,Democratic,Hillary Clinton,7
Clark,6694,President,Democratic,Hillary Clinton,6
Clark,6695,President,Democratic,Hillary Clinton,6
Clark,6700,President,Democratic,Hillary Clinton,2
Clark,6701,President,Democratic,Hillary Clinton,3
Clark,6702,President,Democratic,Hillary Clinton,4
Clark,6703,President,Democratic,Hillary Clinton,1
Clark,6704,President,Democratic,Hillary Clinton,5
Clark,6705,President,Democratic,Hillary Clinton,4
Clark,6706,President,Democratic,Hillary Clinton,4
Clark,6707,President,Democratic,Hillary Clinton,6
Clark,6708,President,Democratic,Hillary Clinton,7
Clark,6709,President,Democratic,Hillary Clinton,3
Clark,6710,President,Democratic,Hillary Clinton,10
Clark,6712,President,Democratic,Hillary Clinton,2
Clark,6713,President,Democratic,Hillary Clinton,1
Clark,6714,President,Democratic,Hillary Clinton,0
Clark,6715,President,Democratic,Hillary Clinton,2
Clark,6716,President,Democratic,Hillary Clinton,3
Clark,6719,President,Democratic,Hillary Clinton,4
Clark,6720,President,Democratic,Hillary Clinton,1
Clark,6721,President,Democratic,Hillary Clinton,5
Clark,6722,President,Democratic,Hillary Clinton,0
Clark,6723,President,Democratic,Hillary Clinton,1
Clark,6724,President,Democratic,Hillary Clinton,9
Clark,6725,President,Democratic,Hillary Clinton,6
Clark,6726,President,Democratic,Hillary Clinton,5
Clark,6727,President,Democratic,Hillary Clinton,5
Clark,6728,President,Democratic,Hillary Clinton,5
Clark,6729,President,Democratic,Hillary Clinton,1
Clark,6730,President,Democratic,Hillary Clinton,5
Clark,6731,President,Democratic,Hillary Clinton,4
Clark,6732,President,Democratic,Hillary Clinton,4
Clark,6733,President,Democratic,Hillary Clinton,6
Clark,6734,President,Democratic,Hillary Clinton,3
Clark,6735,President,Democratic,Hillary Clinton,5
Clark,6736,President,Democratic,Hillary Clinton,3
Clark,6737,President,Democratic,Hillary Clinton,1
Clark,6738,President,Democratic,Hillary Clinton,5
Clark,6739,President,Democratic,Hillary Clinton,4
